instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_label,weather_label
5366,2011-08-16,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5367,2011-08-16,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5368,2011-08-16,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5369,2011-08-16,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5371,2011-08-16,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5372,2011-08-16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5374,2011-08-16,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5375,2011-08-16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.194,48,232,280,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5376,2011-08-16,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.194,38,177,215,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5377,2011-08-16,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.194,31,121,152,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5378,2011-08-16,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,Hari Kerja,228,3,0,8,0,3,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Summer,Clear
5379,2011-08-17,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5380,2011-08-17,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5381,2011-08-17,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.194,0,6,6,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5382,2011-08-17,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.194,1,4,5,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.194,0,5,5,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.194,0,28,28,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5385,2011-08-17,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.194,4,101,105,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5386,2011-08-17,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5387,2011-08-17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5389,2011-08-17,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5390,2011-08-17,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5391,2011-08-17,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5393,2011-08-17,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5394,2011-08-17,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5395,2011-08-17,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5396,2011-08-17,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5398,2011-08-17,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5400,2011-08-17,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5402,2011-08-17,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105,Hari Kerja,229,3,0,8,0,4,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Summer,Clear
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5404,2011-08-18,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5405,2011-08-18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5406,2011-08-18,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5407,2011-08-18,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5408,2011-08-18,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5409,2011-08-18,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5410,2011-08-18,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5411,2011-08-18,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5412,2011-08-18,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5413,2011-08-18,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5414,2011-08-18,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5415,2011-08-18,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5416,2011-08-18,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5417,2011-08-18,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5418,2011-08-18,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5419,2011-08-18,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5420,2011-08-18,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5421,2011-08-18,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5422,2011-08-18,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5423,2011-08-18,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5424,2011-08-18,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.194,12,137,149,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5425,2011-08-18,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5426,2011-08-18,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114,Hari Kerja,230,3,0,8,0,5,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Summer,Clear
5427,2011-08-19,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5428,2011-08-19,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.194,1,19,20,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5429,2011-08-19,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.194,0,8,8,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5430,2011-08-19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.194,2,1,3,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.194,1,7,8,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5432,2011-08-19,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.194,1,16,17,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5433,2011-08-19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.194,2,91,93,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5435,2011-08-19,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.194,30,368,398,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5436,2011-08-19,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5440,2011-08-19,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5441,2011-08-19,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5443,2011-08-19,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.194,66,261,327,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5444,2011-08-19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5445,2011-08-19,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5446,2011-08-19,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5448,2011-08-19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5449,2011-08-19,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5450,2011-08-19,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106,Hari Kerja,231,3,0,8,0,6,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Summer,Cloudy
5451,2011-08-20,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.194,21,107,128,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5452,2011-08-20,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.194,12,35,47,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5453,2011-08-20,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.194,10,59,69,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5454,2011-08-20,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.194,9,42,51,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5455,2011-08-20,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.194,1,6,7,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5456,2011-08-20,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.194,0,8,8,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5457,2011-08-20,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5458,2011-08-20,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.194,8,36,44,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5459,2011-08-20,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.194,27,106,133,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5460,2011-08-20,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.194,51,139,190,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5461,2011-08-20,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5462,2011-08-20,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.194,115,223,338,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5463,2011-08-20,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5464,2011-08-20,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5465,2011-08-20,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5466,2011-08-20,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5467,2011-08-20,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5468,2011-08-20,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5469,2011-08-20,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5470,2011-08-20,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5471,2011-08-20,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5472,2011-08-20,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5473,2011-08-20,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5474,2011-08-20,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,Akhir Pekan,232,3,0,8,0,0,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Summer,Clear
5475,2011-08-21,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5476,2011-08-21,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5477,2011-08-21,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5479,2011-08-21,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5480,2011-08-21,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5481,2011-08-21,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5482,2011-08-21,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5483,2011-08-21,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5485,2011-08-21,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5486,2011-08-21,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5487,2011-08-21,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5488,2011-08-21,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5489,2011-08-21,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
5490,2011-08-21,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,Akhir Pekan,233,3,0,8,0,1,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Summer,Clear
